municipio_distrito;fecha_informe;casos_confirmados_P60mas_ultimos_14dias;tasa_incidencia_acumulada_P60mas_ultimos_14dias;codigo_geometria
Navalafuente;2022/06/14 11:31:00;;367,65;941
Velilla de San Antonio;2022/06/14 11:31:00;14;748,26;1678
Villanueva de la Cañada;2022/06/14 11:31:00;27;706,99;1760
Villanueva del Pardillo;2022/06/14 11:31:00;23;1065,8;1776
Nuevo Baztán;2022/06/14 11:31:00;9;655,98;1006
Villamantilla;2022/06/14 11:31:00;;416,67;1757
Villamanta;2022/06/14 11:31:00;;573,07;1744
Cabanillas de la Sierra;2022/06/14 11:31:00;;2645,5;297
Cenicientos;2022/06/14 11:31:00;20;2911,21;376
Puentes Viejas;2022/06/14 11:31:00;;515,46;9020
Aranjuez;2022/06/14 11:31:00;141;1040,28;133
Cercedilla;2022/06/14 11:31:00;11;616,25;382
Santorcaz;2022/06/14 11:31:00;;0;1369
Coslada;2022/06/14 11:31:00;242;1038,09;493
Morata de Tajuña;2022/06/14 11:31:00;12;657,17;915
Robregordo;2022/06/14 11:31:00;;0;1261
Navarredonda y San Mamés;2022/06/14 11:31:00;;0;973
Venturada;2022/06/14 11:31:00;;655,02;1697
Navacerrada;2022/06/14 11:31:00;7;865,27;936
Montejo de la Sierra;2022/06/14 11:31:00;;813,01;881
Fresno de Torote;2022/06/14 11:31:00;;439,56;571
Pinilla del Valle;2022/06/14 11:31:00;;0;1126
Valdemaqueda;2022/06/14 11:31:00;;420,17;1599
Navas del Rey;2022/06/14 11:31:00;13;1766,3;992
Olmeda de las Fuentes;2022/06/14 11:31:00;;0;1013
Bustarviejo;2022/06/14 11:31:00;;859,11;284
Becerril de la Sierra;2022/06/14 11:31:00;11;804,68;186
Fuenlabrada;2022/06/14 11:31:00;523;1202,58;587
Garganta de los Montes;2022/06/14 11:31:00;;0;626
Pinto;2022/06/14 11:31:00;86;911,21;1132
Alameda del Valle;2022/06/14 11:31:00;;1315,79;35
Berzosa del Lozoya;2022/06/14 11:31:00;;2469,14;203
Los Santos de la Humosa;2022/06/14 11:31:00;;249,38;1375
El Álamo;2022/06/14 11:31:00;15;664,01;40
Pelayos de la Presa;2022/06/14 11:31:00;;702,25;1090
Galapagar;2022/06/14 11:31:00;55;792,05;611
Griñón;2022/06/14 11:31:00;20;907,44;663
Gargantilla del Lozoya y Pinilla de Buitrago;2022/06/14 11:31:00;;1960,78;632
Aldea del Fresno;2022/06/14 11:31:00;13;1688,31;88
Carabaña;2022/06/14 11:31:00;11;2254,1;357
Talamanca de Jarama;2022/06/14 11:31:00;;688,71;1454
Chapinería;2022/06/14 11:31:00;;369;513
Ciempozuelos;2022/06/14 11:31:00;36;724,05;409
Ajalvir;2022/06/14 11:31:00;7;979,02;29
San Lorenzo de El Escorial;2022/06/14 11:31:00;19;422,88;1317
Gascones;2022/06/14 11:31:00;;0;647
San Martín de la Vega;2022/06/14 11:31:00;14;464,96;1322
Móstoles;2022/06/14 11:31:00;625;1082,4;920
Leganés;2022/06/14 11:31:00;638;1223,56;745
Braojos;2022/06/14 11:31:00;;5769,23;246
Cubas de la Sagra;2022/06/14 11:31:00;10;1014,2;506
Algete;2022/06/14 11:31:00;23;556,9;91
Mejorada del Campo;2022/06/14 11:31:00;40;859,85;843
Loeches;2022/06/14 11:31:00;9;769,23;758
Parla;2022/06/14 11:31:00;199;877,39;1065
Fuentidueña de Tajo;2022/06/14 11:31:00;7;1228,07;604
Ambite;2022/06/14 11:31:00;;1785,71;112
Torremocha de Jarama;2022/06/14 11:31:00;;564,97;1533
Anchuelo;2022/06/14 11:31:00;6;2247,19;127
Los Molinos;2022/06/14 11:31:00;;327,6;875
Soto del Real;2022/06/14 11:31:00;27;1256,4;1441
Valverde de Alcalá;2022/06/14 11:31:00;;1694,92;1662
Fuente el Saz de Jarama;2022/06/14 11:31:00;;286,33;590
Horcajo de la Sierra-Aoslos;2022/06/14 11:31:00;;0;702
Valdeolmos-Alalpardo;2022/06/14 11:31:00;10;1515,15;1625
Campo Real;2022/06/14 11:31:00;8;702,37;339
Valdeavero;2022/06/14 11:31:00;10;3215,43;1564
Villamanrique de Tajo;2022/06/14 11:31:00;;2347,42;1739
Cobeña;2022/06/14 11:31:00;12;1131,01;416
Fresnedillas de la Oliva;2022/06/14 11:31:00;7;2134,15;565
Valdilecha;2022/06/14 11:31:00;8;1309,33;1659
El Berrueco;2022/06/14 11:31:00;;401,61;210
Pezuela de las Torres;2022/06/14 11:31:00;;1568,63;1111
Villar del Olmo;2022/06/14 11:31:00;10;2227,17;1795
Guadarrama;2022/06/14 11:31:00;42;1093,47;685
San Martín de Valdeiglesias;2022/06/14 11:31:00;16;711,11;1338
Torrelodones;2022/06/14 11:31:00;52;1077,5;1527
Boadilla del Monte;2022/06/14 11:31:00;112;1228,74;225
Torrejón de Velasco;2022/06/14 11:31:00;12;1463,41;1505
Villanueva de Perales;2022/06/14 11:31:00;;714,29;1782
Tielmes;2022/06/14 11:31:00;;662,25;1467
San Sebastián de los Reyes;2022/06/14 11:31:00;190;1035,42;1343
Guadalix de la Sierra;2022/06/14 11:31:00;15;1169,13;679
Humanes de Madrid;2022/06/14 11:31:00;28;992,2;730
Chinchón;2022/06/14 11:31:00;16;1111,11;528
Cadalso de los Vidrios;2022/06/14 11:31:00;26;2908,28;318
Hoyo de Manzanares;2022/06/14 11:31:00;9;477,71;724
Torrejón de la Calzada;2022/06/14 11:31:00;27;1791,64;1492
Estremera;2022/06/14 11:31:00;;721,15;552
Corpa;2022/06/14 11:31:00;;0;480
Meco;2022/06/14 11:31:00;13;631,99;838
Madarcos;2022/06/14 11:31:00;;0;783
Zarzalejo;2022/06/14 11:31:00;;237,53;1837
Arganda del Rey;2022/06/14 11:31:00;66;649,86;148
Collado Mediano;2022/06/14 11:31:00;14;904,98;468
Daganzo de Arriba;2022/06/14 11:31:00;;316,46;534
Manzanares El Real;2022/06/14 11:31:00;28;1671,64;822
Buitrago del Lozoya;2022/06/14 11:31:00;;1048,22;278
Valdelaguna;2022/06/14 11:31:00;;0;1570
Valdepiélagos;2022/06/14 11:31:00;;2325,58;1631
Casarrubuelos;2022/06/14 11:31:00;;773,99;360
Miraflores de la Sierra;2022/06/14 11:31:00;12;866,43;856
Paracuellos de Jarama;2022/06/14 11:31:00;38;1273,89;1049
El Vellón;2022/06/14 11:31:00;;699,3;1684
Lozoya;2022/06/14 11:31:00;;483,09;761
Collado Villalba;2022/06/14 11:31:00;111;842,31;474
Colmenarejo;2022/06/14 11:31:00;17;1025,33;442
Villavieja del Lozoya;2022/06/14 11:31:00;;0;1821
Prádena del Rincón;2022/06/14 11:31:00;;0;1179
La Cabrera;2022/06/14 11:31:00;9;1406,25;301
Sevilla la Nueva;2022/06/14 11:31:00;18;1212,12;1415
La Acebeda;2022/06/14 11:31:00;;5882,35;14
Redueña;2022/06/14 11:31:00;;0;1219
Robledillo de la Jara;2022/06/14 11:31:00;;0;1245
La Serna del Monte;2022/06/14 11:31:00;;0;1381
Colmenar de Oreja;2022/06/14 11:31:00;14;669,22;437
Rozas de Puerto Real;2022/06/14 11:31:00;;995,02;1283
Valdemanco;2022/06/14 11:31:00;;387,6;1586
Brunete;2022/06/14 11:31:00;18;963,6;262
Titulcia;2022/06/14 11:31:00;6;1986,75;1473
Villa del Prado;2022/06/14 11:31:00;27;1702,4;1718
Lozoyuela-Navas-Sieteiglesias;2022/06/14 11:31:00;;828,73;9015
Quijorna;2022/06/14 11:31:00;6;1011,8;1198
Valdemoro;2022/06/14 11:31:00;72;655,74;1610
Tres Cantos;2022/06/14 11:31:00;83;825,54;9036
Torrelaguna;2022/06/14 11:31:00;18;1660,52;1512
Rivas-Vaciamadrid;2022/06/14 11:31:00;97;706,38;1230
El Atazar;2022/06/14 11:31:00;;0;164
Pedrezuela;2022/06/14 11:31:00;6;634,25;1087
Santa María de la Alameda;2022/06/14 11:31:00;13;3333,33;1356
Horcajuelo de la Sierra;2022/06/14 11:31:00;;0;719
Arroyomolinos;2022/06/14 11:31:00;14;435,59;151
Moralzarzal;2022/06/14 11:31:00;31;1232,6;908
Canencia;2022/06/14 11:31:00;;1190,48;344
Villarejo de Salvanés;2022/06/14 11:31:00;14;806,45;1809
Serranillos del Valle;2022/06/14 11:31:00;15;1992,03;1408
Villaviciosa de Odón;2022/06/14 11:31:00;46;623,9;1816
Camarma de Esteruelas;2022/06/14 11:31:00;11;890,69;323
Robledo de Chavela;2022/06/14 11:31:00;7;596,76;1258
Patones;2022/06/14 11:31:00;;1069,52;1071
Navalagamella;2022/06/14 11:31:00;8;1535,51;954
Rascafría;2022/06/14 11:31:00;;843,17;1202
El Boalo;2022/06/14 11:31:00;14;1003,58;231
Majadahonda;2022/06/14 11:31:00;94;576,65;800
Batres;2022/06/14 11:31:00;;1058,2;170
Alcobendas;2022/06/14 11:31:00;248;962,88;66
Alcalá de Henares;2022/06/14 11:31:00;495;1022,88;53
Colmenar Viejo;2022/06/14 11:31:00;88;876,67;455
San Fernando de Henares;2022/06/14 11:31:00;117;1314,61;1300
Villalbilla;2022/06/14 11:31:00;10;447,63;1723
El Escorial;2022/06/14 11:31:00;27;639,51;549
Colmenar del Arroyo;2022/06/14 11:31:00;;641,03;421
Torrejón de Ardoz;2022/06/14 11:31:00;215;792,16;1489
Piñuécar-Gandullas;2022/06/14 11:31:00;;0;1147
Brea de Tajo;2022/06/14 11:31:00;;1075,27;259
El Molar;2022/06/14 11:31:00;15;952,38;869
Belmonte de Tajo;2022/06/14 11:31:00;7;1658,77;199
Torres de la Alameda;2022/06/14 11:31:00;9;577,66;1548
Somosierra;2022/06/14 11:31:00;;3333,33;1436
Alpedrete;2022/06/14 11:31:00;14;484,43;105
Orusco de Tajuña;2022/06/14 11:31:00;;869,57;1028
La Hiruela;2022/06/14 11:31:00;;0;698
Cervera de Buitrago;2022/06/14 11:31:00;;0;395
Getafe;2022/06/14 11:31:00;475;1059,18;650
Ribatejada;2022/06/14 11:31:00;;523,56;1224
Villaconejos;2022/06/14 11:31:00;;238,1;1701
Valdetorres de Jarama;2022/06/14 11:31:00;;191,39;1646
Pozuelo de Alarcón;2022/06/14 11:31:00;225;1077,79;1150
Madrid-Retiro;2022/06/07 11:27:00;232;593,27;79603
Madrid-Salamanca;2022/06/07 11:27:00;265;599,68;79604
Madrid-Centro;2022/06/07 11:27:00;185;617,47;79601
Madrid-Arganzuela;2022/06/07 11:27:00;365;886,27;79602
Madrid-Chamartín;2022/06/07 11:27:00;276;636,74;79605
Madrid-Tetuán;2022/06/07 11:27:00;240;602,58;79606
Madrid-Chamberí;2022/06/07 11:27:00;262;619,69;79607
Madrid-Fuencarral-El Pardo;2022/06/07 11:27:00;467;709,35;79608
Madrid-Moncloa-Aravaca;2022/06/07 11:27:00;307;901,4;79609
Madrid-Latina;2022/06/07 11:27:00;580;803,46;79610
Madrid-Carabanchel;2022/06/07 11:27:00;498;800,85;79611
Madrid-Usera;2022/06/07 11:27:00;219;700,17;79612
Madrid-Puente de Vallecas;2022/06/07 11:27:00;397;694,04;79613
Madrid-San Blas - Canillejas;2022/06/07 11:27:00;349;921,11;79620
Madrid-Barajas;2022/06/07 11:27:00;174;1504,8;79621
Madrid-Moratalaz;2022/06/07 11:27:00;258;835,3;79614
Madrid-Ciudad Lineal;2022/06/07 11:27:00;466;735,6;79615
Madrid-Hortaleza;2022/06/07 11:27:00;426;913,44;79616
Madrid-Villaverde;2022/06/07 11:27:00;303;889,87;79617
Madrid-Villa de Vallecas;2022/06/07 11:27:00;117;582,61;79618
Madrid-Vicálvaro;2022/06/07 11:27:00;120;829,7;79619
Alcorcón;2022/06/07 11:27:00;369;793,75;72
Navalcarnero;2022/06/07 11:27:00;38;755,32;967
San Agustín del Guadalix;2022/06/07 11:27:00;16;774,44;1296
Las Rozas de Madrid;2022/06/07 11:27:00;131;699,08;1277
Moraleja de Enmedio;2022/06/07 11:27:00;15;1454,9;894
Valdaracete;2022/06/07 11:27:00;;2732,24;1551
Pozuelo del Rey;2022/06/07 11:27:00;;1666,67;1163
Puebla de la Sierra;2022/06/07 11:27:00;;13043,48;1185
Perales de Tajuña;2022/06/07 11:27:00;;291,12;1104
Valdemorillo;2022/06/07 11:27:00;12;459,24;1603
Navalafuente;2022/06/07 11:27:00;;735,29;941
Velilla de San Antonio;2022/06/07 11:27:00;15;801,71;1678
Villanueva de la Cañada;2022/06/07 11:27:00;34;890,29;1760
Villanueva del Pardillo;2022/06/07 11:27:00;27;1251,16;1776
Nuevo Baztán;2022/06/07 11:27:00;11;801,75;1006
Villamantilla;2022/06/07 11:27:00;;0;1757
Villamanta;2022/06/07 11:27:00;;286,53;1744
Cabanillas de la Sierra;2022/06/07 11:27:00;6;3174,6;297
Cenicientos;2022/06/07 11:27:00;12;1746,72;376
Puentes Viejas;2022/06/07 11:27:00;;515,46;9020
Aranjuez;2022/06/07 11:27:00;116;855,84;133
Cercedilla;2022/06/07 11:27:00;8;448,18;382
Santorcaz;2022/06/07 11:27:00;;438,6;1369
Coslada;2022/06/07 11:27:00;217;930,85;493
Morata de Tajuña;2022/06/07 11:27:00;7;383,35;915
Robregordo;2022/06/07 11:27:00;;0;1261
Navarredonda y San Mamés;2022/06/07 11:27:00;;0;973
Venturada;2022/06/07 11:27:00;;436,68;1697
Navacerrada;2022/06/07 11:27:00;12;1483,31;936
Montejo de la Sierra;2022/06/07 11:27:00;;0;881
Fresno de Torote;2022/06/07 11:27:00;;879,12;571
Pinilla del Valle;2022/06/07 11:27:00;;1333,33;1126
Valdemaqueda;2022/06/07 11:27:00;;840,34;1599
Navas del Rey;2022/06/07 11:27:00;10;1358,7;992
Olmeda de las Fuentes;2022/06/07 11:27:00;;0;1013
Bustarviejo;2022/06/07 11:27:00;6;1030,93;284
Becerril de la Sierra;2022/06/07 11:27:00;6;438,92;186
Fuenlabrada;2022/06/07 11:27:00;475;1092,21;587
Garganta de los Montes;2022/06/07 11:27:00;;0;626
Pinto;2022/06/07 11:27:00;73;773,47;1132
Alameda del Valle;2022/06/07 11:27:00;;1315,79;35
Berzosa del Lozoya;2022/06/07 11:27:00;;1234,57;203
Los Santos de la Humosa;2022/06/07 11:27:00;;0;1375
El Álamo;2022/06/07 11:27:00;18;796,81;40
Pelayos de la Presa;2022/06/07 11:27:00;24;3370,79;1090
Galapagar;2022/06/07 11:27:00;48;691,24;611
Griñón;2022/06/07 11:27:00;20;907,44;663
Gargantilla del Lozoya y Pinilla de Buitrago;2022/06/07 11:27:00;;1960,78;632
Aldea del Fresno;2022/06/07 11:27:00;12;1558,44;88
Carabaña;2022/06/07 11:27:00;12;2459,02;357
Talamanca de Jarama;2022/06/07 11:27:00;;275,48;1454
Chapinería;2022/06/07 11:27:00;;369;513
Ciempozuelos;2022/06/07 11:27:00;26;522,93;409
Ajalvir;2022/06/07 11:27:00;11;1538,46;29
San Lorenzo de El Escorial;2022/06/07 11:27:00;36;801,25;1317
Gascones;2022/06/07 11:27:00;;0;647
San Martín de la Vega;2022/06/07 11:27:00;17;564,6;1322
Móstoles;2022/06/07 11:27:00;540;935,19;920
Leganés;2022/06/07 11:27:00;608;1166,02;745
Braojos;2022/06/07 11:27:00;;0;246
Cubas de la Sagra;2022/06/07 11:27:00;10;1014,2;506
Algete;2022/06/07 11:27:00;59;1428,57;91
Mejorada del Campo;2022/06/07 11:27:00;32;687,88;843
Loeches;2022/06/07 11:27:00;;427,35;758
Parla;2022/06/07 11:27:00;163;718,66;1065
Fuentidueña de Tajo;2022/06/07 11:27:00;;877,19;604
Ambite;2022/06/07 11:27:00;;595,24;112
Torremocha de Jarama;2022/06/07 11:27:00;;1129,94;1533
Anchuelo;2022/06/07 11:27:00;;749,06;127
Los Molinos;2022/06/07 11:27:00;;327,6;875
Soto del Real;2022/06/07 11:27:00;22;1023,73;1441
Valverde de Alcalá;2022/06/07 11:27:00;;847,46;1662
Fuente el Saz de Jarama;2022/06/07 11:27:00;;214,75;590
Horcajo de la Sierra-Aoslos;2022/06/07 11:27:00;;0;702
Valdeolmos-Alalpardo;2022/06/07 11:27:00;9;1363,64;1625
Campo Real;2022/06/07 11:27:00;10;877,96;339
Valdeavero;2022/06/07 11:27:00;;1286,17;1564
Villamanrique de Tajo;2022/06/07 11:27:00;;1408,45;1739
Cobeña;2022/06/07 11:27:00;12;1131,01;416
Fresnedillas de la Oliva;2022/06/07 11:27:00;;914,63;565
Valdilecha;2022/06/07 11:27:00;;818,33;1659
El Berrueco;2022/06/07 11:27:00;;803,21;210
Pezuela de las Torres;2022/06/07 11:27:00;6;2352,94;1111
Villar del Olmo;2022/06/07 11:27:00;8;1781,74;1795
Guadarrama;2022/06/07 11:27:00;62;1614,16;685
San Martín de Valdeiglesias;2022/06/07 11:27:00;19;844,44;1338
Torrelodones;2022/06/07 11:27:00;29;600,91;1527
Boadilla del Monte;2022/06/07 11:27:00;80;877,67;225
Torrejón de Velasco;2022/06/07 11:27:00;10;1219,51;1505
Villanueva de Perales;2022/06/07 11:27:00;;1428,57;1782
Tielmes;2022/06/07 11:27:00;16;2649,01;1467
San Sebastián de los Reyes;2022/06/07 11:27:00;204;1111,72;1343
Guadalix de la Sierra;2022/06/07 11:27:00;12;935,31;679
Humanes de Madrid;2022/06/07 11:27:00;27;956,77;730
Chinchón;2022/06/07 11:27:00;6;416,67;528
Cadalso de los Vidrios;2022/06/07 11:27:00;22;2460,85;318
Hoyo de Manzanares;2022/06/07 11:27:00;8;424,63;724
Torrejón de la Calzada;2022/06/07 11:27:00;21;1393,5;1492
Estremera;2022/06/07 11:27:00;11;2644,23;552
Corpa;2022/06/07 11:27:00;;645,16;480
Meco;2022/06/07 11:27:00;15;729,22;838
Madarcos;2022/06/07 11:27:00;;0;783
Zarzalejo;2022/06/07 11:27:00;;475,06;1837
Arganda del Rey;2022/06/07 11:27:00;78;768,02;148
Collado Mediano;2022/06/07 11:27:00;7;452,49;468
Daganzo de Arriba;2022/06/07 11:27:00;10;791,14;534
Manzanares El Real;2022/06/07 11:27:00;19;1134,33;822
Buitrago del Lozoya;2022/06/07 11:27:00;;419,29;278
Valdelaguna;2022/06/07 11:27:00;;854,7;1570
Valdepiélagos;2022/06/07 11:27:00;;3100,78;1631
Casarrubuelos;2022/06/07 11:27:00;;154,8;360
Miraflores de la Sierra;2022/06/07 11:27:00;7;505,42;856
Paracuellos de Jarama;2022/06/07 11:27:00;28;938,65;1049
El Vellón;2022/06/07 11:27:00;;0;1684
Lozoya;2022/06/07 11:27:00;;966,18;761
Collado Villalba;2022/06/07 11:27:00;93;705,72;474
Colmenarejo;2022/06/07 11:27:00;;241,25;442
Villavieja del Lozoya;2022/06/07 11:27:00;;0;1821
Prádena del Rincón;2022/06/07 11:27:00;;0;1179
La Cabrera;2022/06/07 11:27:00;8;1250;301
Sevilla la Nueva;2022/06/07 11:27:00;17;1144,78;1415
La Acebeda;2022/06/07 11:27:00;;0;14
Redueña;2022/06/07 11:27:00;;0;1219
Robledillo de la Jara;2022/06/07 11:27:00;;0;1245
La Serna del Monte;2022/06/07 11:27:00;;0;1381
Colmenar de Oreja;2022/06/07 11:27:00;22;1051,63;437
Rozas de Puerto Real;2022/06/07 11:27:00;;0;1283
Valdemanco;2022/06/07 11:27:00;;1162,79;1586
Brunete;2022/06/07 11:27:00;15;803;262
Titulcia;2022/06/07 11:27:00;;1655,63;1473
Villa del Prado;2022/06/07 11:27:00;27;1702,4;1718
Lozoyuela-Navas-Sieteiglesias;2022/06/07 11:27:00;;1104,97;9015
Quijorna;2022/06/07 11:27:00;6;1011,8;1198
Valdemoro;2022/06/07 11:27:00;91;828,78;1610
Tres Cantos;2022/06/07 11:27:00;93;925;9036
Torrelaguna;2022/06/07 11:27:00;15;1383,76;1512
Rivas-Vaciamadrid;2022/06/07 11:27:00;97;706,38;1230
El Atazar;2022/06/07 11:27:00;;0;164
Pedrezuela;2022/06/07 11:27:00;9;951,37;1087
Santa María de la Alameda;2022/06/07 11:27:00;;1282,05;1356
Horcajuelo de la Sierra;2022/06/07 11:27:00;;0;719
Arroyomolinos;2022/06/07 11:27:00;21;653,39;151
Moralzarzal;2022/06/07 11:27:00;18;715,71;908
Canencia;2022/06/07 11:27:00;;595,24;344
Villarejo de Salvanés;2022/06/07 11:27:00;14;806,45;1809
Serranillos del Valle;2022/06/07 11:27:00;8;1062,42;1408
Villaviciosa de Odón;2022/06/07 11:27:00;44;596,77;1816
Camarma de Esteruelas;2022/06/07 11:27:00;;242,91;323
Robledo de Chavela;2022/06/07 11:27:00;15;1278,77;1258
Patones;2022/06/07 11:27:00;;0;1071
Navalagamella;2022/06/07 11:27:00;7;1343,57;954
Rascafría;2022/06/07 11:27:00;10;1686,34;1202
El Boalo;2022/06/07 11:27:00;16;1146,95;231
Majadahonda;2022/06/07 11:27:00;101;619,59;800
Batres;2022/06/07 11:27:00;;1058,2;170
Alcobendas;2022/06/07 11:27:00;212;823,11;66
Alcalá de Henares;2022/06/07 11:27:00;429;886,49;53
Colmenar Viejo;2022/06/07 11:27:00;73;727,24;455
San Fernando de Henares;2022/06/07 11:27:00;85;955,06;1300
Villalbilla;2022/06/07 11:27:00;12;537,15;1723
El Escorial;2022/06/07 11:27:00;27;639,51;549
Colmenar del Arroyo;2022/06/07 11:27:00;;427,35;421
Torrejón de Ardoz;2022/06/07 11:27:00;179;659,52;1489
Piñuécar-Gandullas;2022/06/07 11:27:00;;0;1147
Brea de Tajo;2022/06/07 11:27:00;;2150,54;259
El Molar;2022/06/07 11:27:00;8;507,94;869
Belmonte de Tajo;2022/06/07 11:27:00;;473,93;199
Torres de la Alameda;2022/06/07 11:27:00;17;1091,14;1548
Somosierra;2022/06/07 11:27:00;;0;1436
Alpedrete;2022/06/07 11:27:00;13;449,83;105
Orusco de Tajuña;2022/06/07 11:27:00;;869,57;1028
La Hiruela;2022/06/07 11:27:00;;0;698
Cervera de Buitrago;2022/06/07 11:27:00;;0;395
Getafe;2022/06/07 11:27:00;458;1021,27;650
Ribatejada;2022/06/07 11:27:00;;0;1224
Villaconejos;2022/06/07 11:27:00;;238,1;1701
Valdetorres de Jarama;2022/06/07 11:27:00;6;574,16;1646
Pozuelo de Alarcón;2022/06/07 11:27:00;143;685;1150
Madrid-Retiro;2022/05/31 11:29:00;244;623,96;79603
Madrid-Salamanca;2022/05/31 11:29:00;248;561,21;79604
Madrid-Centro;2022/05/31 11:29:00;138;460,6;79601
Madrid-Arganzuela;2022/05/31 11:29:00;306;743,01;79602
Madrid-Chamartín;2022/05/31 11:29:00;306;705,95;79605
Madrid-Tetuán;2022/05/31 11:29:00;208;522,23;79606
Madrid-Chamberí;2022/05/31 11:29:00;247;584,21;79607
Madrid-Fuencarral-El Pardo;2022/05/31 11:29:00;481;730,61;79608
Madrid-Moncloa-Aravaca;2022/05/31 11:29:00;275;807,45;79609
Madrid-Latina;2022/05/31 11:29:00;526;728,65;79610
Madrid-Carabanchel;2022/05/31 11:29:00;433;696,32;79611
Madrid-Usera;2022/05/31 11:29:00;193;617,05;79612
Madrid-Puente de Vallecas;2022/05/31 11:29:00;338;590,9;79613
Madrid-San Blas - Canillejas;2022/05/31 11:29:00;313;826,1;79620
Madrid-Barajas;2022/05/31 11:29:00;153;1323,19;79621
Madrid-Moratalaz;2022/05/31 11:29:00;220;712,27;79614
Madrid-Ciudad Lineal;2022/05/31 11:29:00;378;596,69;79615
Madrid-Hortaleza;2022/05/31 11:29:00;370;793,36;79616
Madrid-Villaverde;2022/05/31 11:29:00;257;754,77;79617
Madrid-Villa de Vallecas;2022/05/31 11:29:00;110;547,75;79618
Madrid-Vicálvaro;2022/05/31 11:29:00;94;649,93;79619
Alcorcón;2022/05/31 11:29:00;385;828,17;72
Navalcarnero;2022/05/31 11:29:00;44;874,58;967
San Agustín del Guadalix;2022/05/31 11:29:00;13;629,24;1296
Las Rozas de Madrid;2022/05/31 11:29:00;93;496,29;1277
Moraleja de Enmedio;2022/05/31 11:29:00;11;1066,93;894
Valdaracete;2022/05/31 11:29:00;;2185,79;1551
Pozuelo del Rey;2022/05/31 11:29:00;;1111,11;1163
Puebla de la Sierra;2022/05/31 11:29:00;;0;1185
Perales de Tajuña;2022/05/31 11:29:00;;436,68;1104
Valdemorillo;2022/05/31 11:29:00;10;382,7;1603
Navalafuente;2022/05/31 11:29:00;;735,29;941
Velilla de San Antonio;2022/05/31 11:29:00;14;748,26;1678
Villanueva de la Cañada;2022/05/31 11:29:00;45;1178,32;1760
Villanueva del Pardillo;2022/05/31 11:29:00;15;695,09;1776
Nuevo Baztán;2022/05/31 11:29:00;17;1239,07;1006
Villamantilla;2022/05/31 11:29:00;;0;1757
Villamanta;2022/05/31 11:29:00;10;1432,66;1744
Cabanillas de la Sierra;2022/05/31 11:29:00;;2116,4;297
Cenicientos;2022/05/31 11:29:00;6;873,36;376
Puentes Viejas;2022/05/31 11:29:00;;515,46;9020
Aranjuez;2022/05/31 11:29:00;92;678,77;133
Cercedilla;2022/05/31 11:29:00;8;448,18;382
Santorcaz;2022/05/31 11:29:00;;438,6;1369
Coslada;2022/05/31 11:29:00;189;810,74;493
Morata de Tajuña;2022/05/31 11:29:00;12;657,17;915
Robregordo;2022/05/31 11:29:00;;0;1261
Navarredonda y San Mamés;2022/05/31 11:29:00;;0;973
Venturada;2022/05/31 11:29:00;;436,68;1697
Navacerrada;2022/05/31 11:29:00;7;865,27;936
Montejo de la Sierra;2022/05/31 11:29:00;;0;881
Fresno de Torote;2022/05/31 11:29:00;;879,12;571
Pinilla del Valle;2022/05/31 11:29:00;;1333,33;1126
Valdemaqueda;2022/05/31 11:29:00;;1680,67;1599
Navas del Rey;2022/05/31 11:29:00;9;1222,83;992
Olmeda de las Fuentes;2022/05/31 11:29:00;;0;1013
Bustarviejo;2022/05/31 11:29:00;;859,11;284
Becerril de la Sierra;2022/05/31 11:29:00;;365,76;186
Fuenlabrada;2022/05/31 11:29:00;408;938,15;587
Garganta de los Montes;2022/05/31 11:29:00;;0;626
Pinto;2022/05/31 11:29:00;85;900,61;1132
Alameda del Valle;2022/05/31 11:29:00;;2631,58;35
Berzosa del Lozoya;2022/05/31 11:29:00;;0;203
Los Santos de la Humosa;2022/05/31 11:29:00;;0;1375
El Álamo;2022/05/31 11:29:00;20;885,35;40
Pelayos de la Presa;2022/05/31 11:29:00;31;4353,93;1090
Galapagar;2022/05/31 11:29:00;33;475,23;611
Griñón;2022/05/31 11:29:00;18;816,7;663
Gargantilla del Lozoya y Pinilla de Buitrago;2022/05/31 11:29:00;;0;632
Aldea del Fresno;2022/05/31 11:29:00;18;2337,66;88
Carabaña;2022/05/31 11:29:00;;1024,59;357
Talamanca de Jarama;2022/05/31 11:29:00;;550,96;1454
Chapinería;2022/05/31 11:29:00;;369;513
Ciempozuelos;2022/05/31 11:29:00;19;382,14;409
Ajalvir;2022/05/31 11:29:00;6;839,16;29
San Lorenzo de El Escorial;2022/05/31 11:29:00;39;868,02;1317
Gascones;2022/05/31 11:29:00;;0;647
San Martín de la Vega;2022/05/31 11:29:00;14;464,96;1322
Móstoles;2022/05/31 11:29:00;511;884,97;920
Leganés;2022/05/31 11:29:00;515;987,67;745
Braojos;2022/05/31 11:29:00;;7692,31;246
Cubas de la Sagra;2022/05/31 11:29:00;10;1014,2;506
Algete;2022/05/31 11:29:00;70;1694,92;91
Mejorada del Campo;2022/05/31 11:29:00;21;451,42;843
Loeches;2022/05/31 11:29:00;;170,94;758
Parla;2022/05/31 11:29:00;141;621,67;1065
Fuentidueña de Tajo;2022/05/31 11:29:00;6;1052,63;604
Ambite;2022/05/31 11:29:00;;0;112
Torremocha de Jarama;2022/05/31 11:29:00;6;1694,92;1533
Anchuelo;2022/05/31 11:29:00;;749,06;127
Los Molinos;2022/05/31 11:29:00;6;491,4;875
